1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.824421 style_parse: pop-default
1729289421.824423 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,fg=black,bg=green'
1729289421.824424 style_parse: norange default
1729289421.824425 style_parse: norange
1729289421.824426 style_parse: default
1729289421.824428 format_draw: style 'norange default' -> 'align=right,fg=black,bg=green'
1729289421.824431 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824432 format_draw: width LEFT is 4
1729289421.824433 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824435 format_draw: width CENTRE is 0
1729289421.824436 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824437 format_draw: width RIGHT is 39
1729289421.824438 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824440 format_draw: width ABSOLUTE_CENTRE is 0
1729289421.824441 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824442 format_draw: width LIST is 6
1729289421.824443 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824444 format_draw: width LIST_LEFT is 1
1729289421.824446 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824447 format_draw: width LIST_RIGHT is 1
1729289421.824448 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1729289421.824449 format_draw: width AFTER is 0
1729289421.824450 format_draw: focus 0-6
1729289421.824452 format_draw: range 1|0 is LEFT 0-5
1729289421.824453 format_draw: range 4|0 is LIST 0-7
1729289421.824454 format_draw: range 2|0 is RIGHT 0-40
1729289421.824455 screen_write_cursormove: from 0,0 to 0,0
1729289421.824457 screen_write_cursormove: from 0,0 to 54,0
1729289421.824459 screen_write_cursormove: from 54,0 to 10,0
1729289421.824460 screen_write_cursormove: from 10,0 to 32,0
1729289421.824461 screen_write_cursormove: from 32,0 to 4,0
1729289421.824463 screen_write_cursormove: from 4,0 to 46,0
1729289421.824465 format_draw: range left at 0-4
1729289421.824468 format_draw: range window|0 at 4-10
1729289421.824470 format_draw: range right at 54-93
1729289421.824475 screen_write_cursormove: from 46,0 to 0,0
1729289421.824477 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1729289421.824478 unref client 0x57762ddec760 (2 references)
1729289421.824480 status_redraw exit: force=1, changed=1
1729289421.824483 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=93 sy=23 1/0
1729289421.824484 /dev/pts/0 sync start
1729289421.824488 /dev/pts/0: \033P=1s\033\\
1729289421.824490 /dev/pts/0: \033[?25l
1729289421.824492 /dev/pts/0: current mode CURSOR,WRAP
1729289421.824493 /dev/pts/0: setting mode WRAP
1729289421.824494 /dev/pts/0: redrawing borders
1729289421.824495 screen_redraw_draw_borders: /dev/pts/0 @0
1729289421.824516 /dev/pts/0: redrawing panes
1729289421.824517 screen_redraw_draw_panes: /dev/pts/0 @0
1729289421.824518 screen_redraw_draw_pane: /dev/pts/0 @0 %0
1729289421.824520 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,0 at 0,0, width 93
1729289421.824521 %0: style changed
1729289421.824522 format_defaults: c=none
1729289421.824523 format_defaults: s=none
1729289421.824524 format_defaults: wl=none
1729289421.824525 format_defaults: wp=%0
1729289421.824527 options_string_to_style: window-active-style is 'default'
1729289421.824529 style_parse: default
1729289421.824530 style_parse: default
1729289421.824532 options_string_to_style: window-style is 'default'
1729289421.824533 style_parse: default
1729289421.824534 style_parse: default
1729289421.824536 tty_draw_line: px=0 py=0 nx=93 atx=0 aty=0
1729289421.824537 tty_draw_line: defaults: fg=8, bg=8
1729289421.824539 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824541 tty_clear_line: /dev/pts/0, 93 at 0,0
1729289421.824542 /dev/pts/0: \033[K
1729289421.824544 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,1 at 0,1, width 93
1729289421.824545 tty_draw_line: px=0 py=1 nx=93 atx=0 aty=1
1729289421.824546 tty_draw_line: defaults: fg=8, bg=8
1729289421.824548 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824549 tty_clear_line: /dev/pts/0, 93 at 0,1
1729289421.824551 /dev/pts/0: \r
1729289421.824552 /dev/pts/0: \n
1729289421.824553 /dev/pts/0: \033[K
1729289421.824555 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,2 at 0,2, width 93
1729289421.824556 tty_draw_line: px=0 py=2 nx=93 atx=0 aty=2
1729289421.824557 tty_draw_line: defaults: fg=8, bg=8
1729289421.824559 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824560 tty_clear_line: /dev/pts/0, 93 at 0,2
1729289421.824561 /dev/pts/0: \r
1729289421.824562 /dev/pts/0: \n
1729289421.824563 /dev/pts/0: \033[K
1729289421.824565 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,3 at 0,3, width 93
1729289421.824566 tty_draw_line: px=0 py=3 nx=93 atx=0 aty=3
1729289421.824567 tty_draw_line: defaults: fg=8, bg=8
1729289421.824569 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824570 tty_clear_line: /dev/pts/0, 93 at 0,3
1729289421.824571 /dev/pts/0: \r
1729289421.824572 /dev/pts/0: \n
1729289421.824573 /dev/pts/0: \033[K
1729289421.824574 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,4 at 0,4, width 93
1729289421.824576 tty_draw_line: px=0 py=4 nx=93 atx=0 aty=4
1729289421.824577 tty_draw_line: defaults: fg=8, bg=8
1729289421.824578 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824579 tty_clear_line: /dev/pts/0, 93 at 0,4
1729289421.824580 /dev/pts/0: \r
1729289421.824581 /dev/pts/0: \n
1729289421.824582 /dev/pts/0: \033[K
1729289421.824584 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,5 at 0,5, width 93
1729289421.824585 tty_draw_line: px=0 py=5 nx=93 atx=0 aty=5
1729289421.824586 tty_draw_line: defaults: fg=8, bg=8
1729289421.824587 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824589 tty_clear_line: /dev/pts/0, 93 at 0,5
1729289421.824590 /dev/pts/0: \r
1729289421.824591 /dev/pts/0: \n
1729289421.824592 /dev/pts/0: \033[K
1729289421.824593 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,6 at 0,6, width 93
1729289421.824594 tty_draw_line: px=0 py=6 nx=93 atx=0 aty=6
1729289421.824595 tty_draw_line: defaults: fg=8, bg=8
1729289421.824599 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824600 tty_clear_line: /dev/pts/0, 93 at 0,6
1729289421.824601 /dev/pts/0: \r
1729289421.824602 /dev/pts/0: \n
1729289421.824603 /dev/pts/0: \033[K
1729289421.824605 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,7 at 0,7, width 93
1729289421.824606 tty_draw_line: px=0 py=7 nx=93 atx=0 aty=7
1729289421.824607 tty_draw_line: defaults: fg=8, bg=8
1729289421.824608 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824609 tty_clear_line: /dev/pts/0, 93 at 0,7
1729289421.824610 /dev/pts/0: \r
1729289421.824611 /dev/pts/0: \n
1729289421.824612 /dev/pts/0: \033[K
1729289421.824614 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,8 at 0,8, width 93
1729289421.824615 tty_draw_line: px=0 py=8 nx=93 atx=0 aty=8
1729289421.824616 tty_draw_line: defaults: fg=8, bg=8
1729289421.824617 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824619 tty_clear_line: /dev/pts/0, 93 at 0,8
1729289421.824619 /dev/pts/0: \r
1729289421.824620 /dev/pts/0: \n
1729289421.824621 /dev/pts/0: \033[K
1729289421.824623 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,9 at 0,9, width 93
1729289421.824624 tty_draw_line: px=0 py=9 nx=93 atx=0 aty=9
1729289421.824625 tty_draw_line: defaults: fg=8, bg=8
1729289421.824627 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824628 tty_clear_line: /dev/pts/0, 93 at 0,9
1729289421.824629 /dev/pts/0: \r
1729289421.824630 /dev/pts/0: \n
1729289421.824631 /dev/pts/0: \033[K
1729289421.824632 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,10 at 0,10, width 93
1729289421.824634 tty_draw_line: px=0 py=10 nx=93 atx=0 aty=10
1729289421.824635 tty_draw_line: defaults: fg=8, bg=8
1729289421.824636 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824637 tty_clear_line: /dev/pts/0, 93 at 0,10
1729289421.824638 /dev/pts/0: \r
1729289421.824639 /dev/pts/0: \n
1729289421.824640 /dev/pts/0: \033[K
1729289421.824641 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,11 at 0,11, width 93
1729289421.824643 tty_draw_line: px=0 py=11 nx=93 atx=0 aty=11
1729289421.824644 tty_draw_line: defaults: fg=8, bg=8
1729289421.824645 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824646 tty_clear_line: /dev/pts/0, 93 at 0,11
1729289421.824647 /dev/pts/0: \r
1729289421.824648 /dev/pts/0: \n
1729289421.824649 /dev/pts/0: \033[K
1729289421.824651 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,12 at 0,12, width 93
1729289421.824652 tty_draw_line: px=0 py=12 nx=93 atx=0 aty=12
1729289421.824653 tty_draw_line: defaults: fg=8, bg=8
1729289421.824654 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824656 tty_clear_line: /dev/pts/0, 93 at 0,12
1729289421.824657 /dev/pts/0: \r
1729289421.824658 /dev/pts/0: \n
1729289421.824658 /dev/pts/0: \033[K
1729289421.824660 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,13 at 0,13, width 93
1729289421.824662 tty_draw_line: px=0 py=13 nx=93 atx=0 aty=13
1729289421.824663 tty_draw_line: defaults: fg=8, bg=8
1729289421.824664 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824666 tty_clear_line: /dev/pts/0, 93 at 0,13
1729289421.824666 /dev/pts/0: \r
1729289421.824667 /dev/pts/0: \n
1729289421.824668 /dev/pts/0: \033[K
1729289421.824670 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,14 at 0,14, width 93
1729289421.824671 tty_draw_line: px=0 py=14 nx=93 atx=0 aty=14
1729289421.824672 tty_draw_line: defaults: fg=8, bg=8
1729289421.824674 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824675 tty_clear_line: /dev/pts/0, 93 at 0,14
1729289421.824676 /dev/pts/0: \r
1729289421.824677 /dev/pts/0: \n
1729289421.824678 /dev/pts/0: \033[K
1729289421.824679 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,15 at 0,15, width 93
1729289421.824681 tty_draw_line: px=0 py=15 nx=93 atx=0 aty=15
1729289421.824682 tty_draw_line: defaults: fg=8, bg=8
1729289421.824683 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824684 tty_clear_line: /dev/pts/0, 93 at 0,15
1729289421.824685 /dev/pts/0: \r
1729289421.824686 /dev/pts/0: \n
1729289421.824687 /dev/pts/0: \033[K
1729289421.824689 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,16 at 0,16, width 93
1729289421.824692 tty_draw_line: px=0 py=16 nx=93 atx=0 aty=16
1729289421.824695 tty_draw_line: defaults: fg=8, bg=8
1729289421.824696 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824697 tty_clear_line: /dev/pts/0, 93 at 0,16
1729289421.824698 /dev/pts/0: \r
1729289421.824699 /dev/pts/0: \n
1729289421.824700 /dev/pts/0: \033[K
1729289421.824702 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,17 at 0,17, width 93
1729289421.824704 tty_draw_line: px=0 py=17 nx=93 atx=0 aty=17
1729289421.824705 tty_draw_line: defaults: fg=8, bg=8
1729289421.824706 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824707 tty_clear_line: /dev/pts/0, 93 at 0,17
1729289421.824708 /dev/pts/0: \r
1729289421.824709 /dev/pts/0: \n
1729289421.824710 /dev/pts/0: \033[K
1729289421.824712 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,18 at 0,18, width 93
1729289421.824713 tty_draw_line: px=0 py=18 nx=93 atx=0 aty=18
1729289421.824714 tty_draw_line: defaults: fg=8, bg=8
1729289421.824716 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824717 tty_clear_line: /dev/pts/0, 93 at 0,18
1729289421.824718 /dev/pts/0: \r
1729289421.824719 /dev/pts/0: \n
1729289421.824720 /dev/pts/0: \033[K
1729289421.824721 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,19 at 0,19, width 93
1729289421.824722 tty_draw_line: px=0 py=19 nx=93 atx=0 aty=19
1729289421.824724 tty_draw_line: defaults: fg=8, bg=8
1729289421.824725 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824726 tty_clear_line: /dev/pts/0, 93 at 0,19
1729289421.824727 /dev/pts/0: \r
1729289421.824728 /dev/pts/0: \n
1729289421.824729 /dev/pts/0: \033[K
1729289421.824731 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,20 at 0,20, width 93
1729289421.824732 tty_draw_line: px=0 py=20 nx=93 atx=0 aty=20
1729289421.824733 tty_draw_line: defaults: fg=8, bg=8
1729289421.824734 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824735 tty_clear_line: /dev/pts/0, 93 at 0,20
1729289421.824736 /dev/pts/0: \r
1729289421.824737 /dev/pts/0: \n
1729289421.824738 /dev/pts/0: \033[K
1729289421.824740 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,21 at 0,21, width 93
1729289421.824741 tty_draw_line: px=0 py=21 nx=93 atx=0 aty=21
1729289421.824742 tty_draw_line: defaults: fg=8, bg=8
1729289421.824743 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824745 tty_clear_line: /dev/pts/0, 93 at 0,21
1729289421.824746 /dev/pts/0: \r
1729289421.824747 /dev/pts/0: \n
1729289421.824754 /dev/pts/0: \033[K
1729289421.824756 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,22 at 0,22, width 93
1729289421.824757 tty_draw_line: px=0 py=22 nx=93 atx=0 aty=22
1729289421.824759 tty_draw_line: defaults: fg=8, bg=8
1729289421.824772 tty_draw_line: 93 to end of line (0 cleared)
1729289421.824774 tty_clear_line: /dev/pts/0, 93 at 0,22
1729289421.824775 /dev/pts/0: \r
1729289421.824776 /dev/pts/0: \n
1729289421.824777 /dev/pts/0: \033[K
1729289421.824778 /dev/pts/0: redrawing status
1729289421.824779 screen_redraw_draw_status: /dev/pts/0 @0
1729289421.824781 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=23
1729289421.824782 tty_draw_line: defaults: fg=8, bg=8
1729289421.824788 /dev/pts/0: \033[30m
1729289421.824790 /dev/pts/0: \033[42m
1729289421.824791 /dev/pts/0: \r
1729289421.824792 /dev/pts/0: \n
1729289421.824794 /dev/pts/0: [0] 0:zsh*                                            "bro-victusbyhpgamingl" 03:40 19-Oct-24
1729289421.824796 /dev/pts/0: \033(B\033[m
1729289421.824797 /dev/pts/0: \033[?12h\033[?25h
1729289421.824798 /dev/pts/0: current mode WRAP
1729289421.824799 /dev/pts/0: setting mode CURSOR,WRAP
1729289421.824801 /dev/pts/0: redraw added 249 bytes
1729289421.824869 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1729289421.824873 server_client_reset_state: cursor to 0,0
1729289421.824876 /dev/pts/0: \033[1;1H
1729289421.824878 /dev/pts/0 sync end
1729289421.824880 /dev/pts/0: \033P=2s\033\\
1729289421.824881 server_client_check_pane_buffer: pane %0 is on
1729289421.824883 @0 active pane not changed
1729289421.824893 /dev/pts/0: wrote 262 bytes (of 262)
1729289421.824899 /dev/pts/0: waiting for redraw, 0 bytes left
1729289421.825068 peer 0x57762dded270 message 208
1729289421.825072 tty_resize: /dev/pts/0 now 93x24 (10x20)
1729289421.825073 /dev/pts/0: \033(B\033[m
1729289421.825074 /dev/pts/0: \033[?12h\033[?25h
1729289421.825075 /dev/pts/0: current mode ALL
1729289421.825076 /dev/pts/0: setting mode CURSOR
1729289421.825078 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1729289421.825079 /dev/pts/0: \033[1;1H
1729289421.825081 /dev/pts/0: \033[1;24r
1729289421.825083 recalculate_size: @0 is 93x23
1729289421.825085 clients_calculate_size: after /dev/pts/0 (93x23), size is 93x23
1729289421.825086 clients_calculate_size: calculated size 93x23
1729289421.825087 clients_calculate_size: calculated size 93x23
1729289421.825088 clients_calculate_size: type is latest
1729289421.825089 recalculate_size: @0 no size change
1729289421.825090 cmd_find_from_client: s=$0 0
1729289421.825091 cmd_find_from_client: wl=0 1 w=@0 zsh
1729289421.825092 cmd_find_from_client: wp=%0
1729289421.825093 cmd_find_from_client: idx=none
1729289421.825096 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1729289421.825098 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1729289421.825099 notify_add: config_files=
1729289421.825101 notify_add: host=bro-victusbyhpgaminglaptop15fa1xxx
1729289421.825102 notify_add: host_short=bro-victusbyhpgaminglaptop15fa1xxx
1729289421.825104 notify_add: next_session_id=$1
1729289421.825105 notify_add: pane_format=0
1729289421.825107 notify_add: pid=20998
1729289421.825108 notify_add: server_sessions=1
1729289421.825109 notify_add: session_format=0
1729289421.825110 notify_add: socket_path=/tmp/tmux-1000/default
1729289421.825111 notify_add: start_time=1729289421
1729289421.825118 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1729289421.825120 notify_add: uid=1000
1729289421.825135 notify_add: user=bro_grammer
1729289421.825136 notify_add: version=3.4
1729289421.825138 notify_add: window_format=0
1729289421.825139 notify_add: hook=client-resized
1729289421.825140 notify_add: hook_client=/dev/pts/0
1729289421.825141 session_add_ref: 0 notify_add, now 2
1729289421.825142 cmdq_append <global>: [notify_callback/0x57762ddb4930]
1729289421.825144 redraw timer fired
1729289421.825145 cmdq_next <global>: enter
1729289421.825146 cmdq_next <global>: [notify_callback/0x57762ddb4930] (1), flags 0
1729289421.825147 notify_callback: client-resized
1729289421.825148 notify_insert_hook: inserting hook client-resized
1729289421.825151 unref client 0x57762ddec760 (2 references)
1729289421.825152 session_remove_ref: 0 notify_callback, now 1
1729289421.825153 cmdq_next <global>: exit (empty)
1729289421.825154 cmdq_next </dev/pts/0>: empty
1729289421.825155 cmdq_next <global>: empty
1729289421.825155 cmdq_next </dev/pts/0>: empty
1729289421.825156 /dev/pts/0: redraw window status borders overlay panes
1729289421.825157 /dev/pts/0: redraw deferred (63 left)
1729289421.825158 redraw timer started
1729289421.825160 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1729289421.825161 server_client_reset_state: cursor to 0,0
1729289421.825162 /dev/pts/0: \033[1;1H
1729289421.825163 /dev/pts/0: current mode CURSOR
1729289421.825164 /dev/pts/0: setting mode CURSOR,WRAP
1729289421.825165 server_client_check_pane_buffer: pane %0 is on
1729289421.825166 @0 active pane not changed
1729289421.825172 /dev/pts/0: wrote 69 bytes (of 69)
1729289421.825173 cmdq_next <global>: empty
1729289421.825174 cmdq_next </dev/pts/0>: empty
1729289421.825175 /dev/pts/0: redraw window status borders overlay panes
1729289421.825180 /dev/pts/0: redraw needed
1729289421.825181 status_redraw enter
1729289421.825182 format_defaults: c=/dev/pts/0
1729289421.825183 format_defaults: s=none
1729289421.825184 format_defaults: wl=none
1729289421.825184 format_defaults: wp=none
1729289421.825187 screen_write_start: size 93x1, no pane
1729289421.825188 screen_write_cursormove: from 0,0 to 0,0
1729289421.825198 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1729289421.825201 format_expand1: found #*1[
1729289421.825203 format_expand1: found #{}: E:status-left-style
1729289421.825204 format_replace: modifier 0 is E
1729289421.825206 format_replace: format 'status-left-style' found: default
1729289421.825208 format_expand1: expanding format: default
1729289421.825209 format_expand1: result is: default
1729289421.825210 format_replace: replaced 'E:status-left-style' with 'default'
1729289421.825211 format_expand1: found #*1[
1729289421.825213 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1729289421.825214 format_expand1: expanding format: #{status-left-length}
1729289421.825215 format_expand1: found #{}: status-left-length
1729289421.825217 format_replace: format 'status-left-length' found: 10
1729289421.825218 format_replace: replaced 'status-left-length' with '10'
1729289421.825219 format_expand1: result is: 10
1729289421.825220 format_replace: modifier 0 is T
1729289421.825221 format_replace: modifier 1 is =
1729289421.825222 format_replace: modifier 1 argument 0: 10
1729289421.825224 format_replace: format 'status-left' found: [#{session_name}] 
1729289421.825225 format_expand1: expanding format: [#{session_name}] 
1729289421.825227 format_expand1: found #{}: session_name
1729289421.825229 format_replace: format 'session_name' found: 0
1729289421.825230 format_replace: replaced 'session_name' with '0'
1729289421.825231 format_expand1: result is: [0] 
1729289421.825232 format_replace: applied length limit 10: [0] 
1729289421.825233 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1729289421.825234 format_expand1: found #*1[
1729289421.825235 format_expand1: found #*1[
1729289421.825237 format_expand1: found #*1[
1729289421.825238 format_expand1: found #{}: status-justify
1729289421.825240 format_replace: format 'status-justify' found: left
1729289421.825241 format_replace: replaced 'status-justify' with 'left'
1729289421.825242 format_expand1: found #*1[
1729289421.825243 format_expand1: found #*1[
1729289421.825245 format_expand1: found #*1[
1729289421.825259 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1729289421.825261 format_replace: modifier 0 is W
1729289421.825265 format_loop_windows: window loop: 0 @0
1729289421.825266 format_defaults: c=/dev/pts/0
1729289421.825267 format_defaults: s=$0
1729289421.825269 format_defaults: wl=0
1729289421.825269 format_defaults: wp=none
1729289421.825274 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1729289421.825277 format_expand1: found #*1[
1729289421.825278 format_expand1: found #{}: window_index
1729289421.825281 format_replace: format 'window_index' found: 0
1729289421.825282 format_replace: replaced 'window_index' with '0'
1729289421.825283 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1729289421.825285 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1729289421.825289 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1729289421.825290 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1729289421.825291 format_replace: modifier 0 is !=
1729289421.825292 format_expand1: expanding format: #{E:window-status-current-style}
1729289421.825293 format_expand1: found #{}: E:window-status-current-style
1729289421.825294 format_replace: modifier 0 is E
1729289421.825296 format_replace: format 'window-status-current-style' found: default
1729289421.825297 format_expand1: expanding format: default
1729289421.825299 format_expand1: result is: default
1729289421.825300 format_replace: replaced 'E:window-status-current-style' with 'default'
1729289421.825301 format_expand1: result is: default
1729289421.825302 format_expand1: expanding format: default
1729289421.825303 format_expand1: result is: default
1729289421.825304 format_replace: compare != left is: default
1729289421.825305 format_replace: compare != right is: default
1729289421.825307 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1729289421.825307 format_expand1: result is: 0
1729289421.825309 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1729289421.825310 format_expand1: expanding format: #{E:window-status-style}
1729289421.825311 format_expand1: found #{}: E:window-status-style
1729289421.825314 format_replace: modifier 0 is E
1729289421.825315 format_replace: format 'window-status-style' found: default
1729289421.825316 format_expand1: expanding format: default
1729289421.825317 format_expand1: result is: default
1729289421.825319 format_replace: replaced 'E:window-status-style' with 'default'
1729289421.825320 format_expand1: result is: default
1729289421.825321 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1729289421.825323 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1729289421.825325 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1729289421.825328 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1729289421.825329 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1729289421.825330 format_replace: modifier 0 is &&
